probe_id,sample_id,beta,gene_id_entrez,expression
cg00000029,TCGA-AA-3655-01A,0.0821934594898487,5934,3.204844985791472
cg00000029,TCGA-A6-5665-01A,0.187935676012457,5934,2.8511793454525307
cg00000029,TCGA-A6-5665-01B,0.226399132105393,5934,3.949376181139273
cg00000029,TCGA-CM-5349-01A,0.36734965630429,5934,2.819913379946224
cg00000029,TCGA-CA-6718-01A,0.396139428055917,5934,2.431836874536072
cg00000029,TCGA-AD-6901-01A,0.174557883395006,5934,3.2033577922258782
cg00000029,TCGA-CM-6675-01A,0.0785396505926065,5934,2.5295960934164303
cg00000029,TCGA-A6-3810-01B,0.218231748755927,5934,4.73274133618968
cg00000029,TCGA-AZ-4614-01A,0.0778928680681056,5934,2.3800921728670312
cg00000029,TCGA-DM-A1D7-01A,0.157903813759627,5934,2.844927917636239
cg00000029,TCGA-QG-A5YW-01A,0.250604862648494,5934,3.1009440180778327
cg00000029,TCGA-CK-6751-01A,0.107898046558818,5934,2.8921967104654853
cg00000029,TCGA-A6-5666-01A,0.150951200113181,5934,3.170101320061391
cg00000029,TCGA-A6-5661-01B,0.347145982591263,5934,3.629648044187436
cg00000029,TCGA-AA-3663-01A,0.203836277251729,5934,2.499475999615508
cg00000029,TCGA-G4-6320-01A,0.0749855419549182,5934,2.756681739809004
cg00000029,TCGA-AM-5820-01A,0.158584598184224,5934,2.4269892753698867
cg00000029,TCGA-G4-6293-01A,0.225857079005935,5934,3.333294915917089
cg00000029,TCGA-G4-6309-01A,0.110578708392608,5934,2.658280044847325
cg00000029,TCGA-F4-6461-01A,0.236909869986426,5934,3.295208734040482
cg00000029,TCGA-AY-5543-01A,0.225079768497003,5934,3.1620327505620573
cg00000029,TCGA-AZ-4308-01A,0.123745292960327,5934,2.4420411147274685
cg00000029,TCGA-F4-6808-01A,0.0951652460121601,5934,2.7389839547005117
cg00000029,TCGA-CK-5914-01A,0.0853963641934956,5934,3.602563774193065
cg00000029,TCGA-A6-6141-01A,0.375096404289864,5934,3.035148797773801
cg00000029,TCGA-5M-AAT5-01A,0.132625783407056,5934,3.002612517881844
cg00000029,TCGA-CK-5916-01A,0.378032224269083,5934,3.168240874629499
cg00000029,TCGA-WS-AB45-01A,0.542201638854532,5934,3.5642562111668856
cg00000029,TCGA-AZ-6607-01A,0.237053329467181,5934,3.5468080498964136
cg00000029,TCGA-G4-6302-01A,0.324479723462042,5934,3.1167140755128067
cg00000029,TCGA-AM-5821-01A,0.492800555596705,5934,2.758942716872358
cg00000029,TCGA-DM-A28E-01A,0.0734144246834495,5934,3.323182693901464
cg00000029,TCGA-5M-AATA-01A,0.25790581415017,5934,2.4456207747151932
cg00000029,TCGA-DM-A0X9-01A,0.137494934406411,5934,3.0354655564627855
cg00000029,TCGA-D5-5541-01A,0.177093191357253,5934,3.4122666690529826
cg00000029,TCGA-DM-A0XD-01A,0.1789511910663,5934,2.5903145774966556
cg00000029,TCGA-CM-5861-01A,0.154828269246952,5934,2.7950811722561544
cg00000029,TCGA-CA-6719-01A,0.137270065361553,5934,3.385223936916941
cg00000029,TCGA-D5-6924-01A,0.199410902500857,5934,3.5877490183669276
cg00000029,TCGA-CK-6746-01A,0.532637486858212,5934,3.719785806945904
cg00000029,TCGA-A6-6780-01A,0.6553953805674015,5934,3.42965613148593
cg00000029,TCGA-F4-6459-01A,0.108512550447798,5934,3.893420461070033
cg00000029,TCGA-D5-6538-01A,0.0566600917423513,5934,3.6783536539741695
cg00000029,TCGA-D5-6927-01A,0.28367423689612,5934,3.0733403974339604
cg00000029,TCGA-AZ-6598-01A,0.475643387810253,5934,2.856886121471258
cg00000029,TCGA-DM-A1DA-01A,0.384967360590022,5934,2.594238002296031
cg00000029,TCGA-AY-A54L-01A,0.14796732918856,5934,3.306962124140456
cg00000029,TCGA-DM-A1D6-01A,0.0694387002977694,5934,3.595097815606341
cg00000029,TCGA-A6-5656-01A,0.1140268863788305,5934,3.6833483691562874
cg00000029,TCGA-A6-5657-01A,0.371774396127467,5934,3.0301771436024447
cg00000029,TCGA-AA-3660-01A,0.109822795449707,5934,3.162064985955666
cg00000029,TCGA-D5-6928-01A,0.447512346354013,5934,3.931843767739227
cg00000029,TCGA-D5-6539-01A,0.177349143000376,5934,3.3665600207369235
cg00000029,TCGA-CM-4751-01A,0.245891689521875,5934,3.1292995047940746
cg00000029,TCGA-D5-6537-01A,0.119876727462949,5934,2.8969305517528725
cg00000029,TCGA-A6-6137-01A,0.245430245524852,5934,3.589799434087986
cg00000029,TCGA-AD-6889-01A,0.145345475808165,5934,2.6357543912777603
cg00000029,TCGA-DM-A1D8-01A,0.272707613038898,5934,2.892410456018802
cg00000029,TCGA-SS-A7HO-01A,0.149605784538554,5934,3.328936966951781
cg00000029,TCGA-CM-5868-01A,0.135390729148051,5934,3.221815227873702
cg00000029,TCGA-A6-5659-01B,0.0740467725272478,5934,4.803361378571899
cg00000029,TCGA-CK-4951-01A,0.175233137947792,5934,2.7904592810502344
cg00000029,TCGA-A6-4107-01A,0.117751567553512,5934,3.108474275208367
cg00000029,TCGA-DM-A1HB-01A,0.177367156062789,5934,2.4108566484139837
cg00000029,TCGA-D5-5539-01A,0.14343184849497,5934,3.3870453998459777
cg00000029,TCGA-NH-A8F8-01A,0.161841890834699,5934,3.242480561416439
cg00000029,TCGA-A6-2684-01C,0.269372471581252,5934,4.146378255430358
cg00000029,TCGA-DM-A288-01A,0.116312104399716,5934,3.33655476041709
cg00000029,TCGA-A6-2679-01A,0.151694895031133,5934,2.316927714390431
cg00000029,TCGA-QG-A5YV-01A,0.09518678677175,5934,2.778776289262271
cg00000029,TCGA-CK-5913-01A,0.346572902475069,5934,2.820342373483438
cg00000029,TCGA-CM-6161-01A,0.188501251567432,5934,3.155312084249917
cg00000029,TCGA-A6-6650-01B,0.124923172197828,5934,4.865206196587173
cg00000029,TCGA-A6-6650-01A,0.10221799078787504,5934,3.556999513753769
cg00000029,TCGA-AA-3488-01A,0.0881471752994656,5934,2.5927081788966655
cg00000029,TCGA-CK-6747-01A,0.121273087306728,5934,3.244034582393694
cg00000029,TCGA-5M-AATE-01A,0.0933270043182409,5934,3.209952373819627
cg00000029,TCGA-A6-5662-01A,0.092217530396175,5934,3.5060179219434886
cg00000029,TCGA-4T-AA8H-01A,0.116953867078825,5934,3.0822938359514307
cg00000029,TCGA-D5-5537-01A,0.0885348673355466,5934,2.750370681024061
cg00000029,TCGA-F4-6463-01A,0.167011086850311,5934,2.7891240896744836
cg00000029,TCGA-4N-A93T-01A,0.106633297530246,5934,2.7726035789018386
cg00000029,TCGA-AZ-5407-01A,0.147481292859625,5934,3.464027798256625
cg00000029,TCGA-D5-6535-01A,0.200182958569673,5934,4.0087199330154215
cg00000029,TCGA-CM-4748-01A,0.172839123291791,5934,3.3039414444974717
cg00000029,TCGA-NH-A50V-01A,0.459591666434631,5934,3.719544890540046
cg00000029,TCGA-D5-7000-01A,0.212950444443147,5934,3.4795927418988337
cg00000029,TCGA-CM-6678-01A,0.474157904795941,5934,2.77182220838098
cg00000029,TCGA-DM-A28G-01A,0.14606655545717,5934,3.1346316714476465
cg00000029,TCGA-CA-6717-01A,0.32851036596412,5934,3.249703213050599
cg00000029,TCGA-AD-6899-01A,0.177605203667057,5934,3.5072111026677173
cg00000029,TCGA-CK-4947-01B,0.305266178263815,5934,3.479773798154483
cg00000029,TCGA-D5-6923-01A,0.140526307567477,5934,3.1874193809015847
cg00000029,TCGA-AA-3492-01A,0.456774625685369,5934,3.0656240078141046
cg00000029,TCGA-AZ-6600-01A,0.2500768574751,5934,3.149535779681877
cg00000029,TCGA-CM-6171-01A,0.294701827478477,5934,3.475992768562079
cg00000029,TCGA-F4-6856-01A,0.158040446371851,5934,3.401753325238335
cg00000029,TCGA-AU-6004-01A,0.255478464782339,5934,3.2193389226984666
cg00000029,TCGA-A6-5659-01A,0.08824998815119456,5934,3.89217241919416
cg00000029,TCGA-D5-6922-01A,0.107569744348506,5934,3.946468868381941
cg00000029,TCGA-A6-5667-01A,0.0933439932030025,5934,3.554687074379261
cg00000029,TCGA-AY-6196-01A,0.189802739048484,5934,3.672787384707707
cg00000029,TCGA-DM-A1D0-01A,0.0975208486211613,5934,2.867184822457412
cg00000029,TCGA-NH-A6GC-01A,0.0539990729626427,5934,3.709268575997505
cg00000029,TCGA-NH-A50T-01A,0.157152641904344,5934,2.647107243975142
cg00000029,TCGA-AY-6386-01A,0.129805323924553,5934,2.8938863788697
cg00000029,TCGA-CM-6679-01A,0.154120062042683,5934,3.711605031839324
cg00000029,TCGA-D5-6931-01A,0.240101091515178,5934,3.415961429874483
cg00000029,TCGA-CK-4948-01B,0.238670328528105,5934,3.3367832450865595
cg00000029,TCGA-CM-6172-01A,0.109140838350694,5934,4.163909262299991
cg00000029,TCGA-CA-5796-01A,0.19874761468747,5934,3.5808328926821686
cg00000029,TCGA-DM-A1HA-01A,0.0628459059865393,5934,3.467357743890879
cg00000029,TCGA-RU-A8FL-01A,0.411330052511603,5934,2.7782085763980877
cg00000029,TCGA-AZ-6605-01A,0.212652620807007,5934,3.453978430534187
cg00000029,TCGA-AZ-5403-01A,0.165092615892581,5934,3.360223793068907
cg00000029,TCGA-G4-6322-01A,0.226180213476676,5934,2.9708904573159804
cg00000029,TCGA-CM-6677-01A,0.202875895206486,5934,3.5472030247569317
cg00000029,TCGA-A6-6142-01A,0.231135697747407,5934,3.019292707388985
cg00000029,TCGA-G4-6295-01A,0.239986413917671,5934,2.9259804356018497
cg00000029,TCGA-CM-6165-01A,0.145239136477594,5934,3.766361937214661
cg00000029,TCGA-DM-A28C-01A,0.106133397156018,5934,3.2691678316138906
cg00000029,TCGA-A6-5656-01B,0.228765749633139,5934,4.4832998611027035
cg00000029,TCGA-D5-6533-01A,0.11803682658983,5934,3.3239320485688184
cg00000029,TCGA-CM-4752-01A,0.215149901270796,5934,2.886511128675248
cg00000029,TCGA-AZ-4323-01A,0.407985201768095,5934,3.738000356681367
cg00000029,TCGA-D5-6932-01A,0.0991357701662165,5934,3.227679473540142
cg00000029,TCGA-A6-2672-01B,0.351137948203484,5934,4.146394549060505
cg00000029,TCGA-CA-5254-01A,0.0684202542183708,5934,3.65622176328646
cg00000029,TCGA-AZ-4615-01A,0.296227865655971,5934,3.183232412604369
cg00000029,TCGA-D5-6536-01A,NA,5934,2.8842657796359013
cg00000029,TCGA-DM-A28M-01A,0.104336520309725,5934,2.6086200243604925
cg00000029,TCGA-F4-6855-01A,0.105062801233764,5934,3.2954585551811806
cg00000029,TCGA-F4-6704-01A,0.219459475941343,5934,3.5211889676082193
cg00000029,TCGA-A6-2684-01A,0.138199173093665,5934,3.235558582427299
cg00000029,TCGA-D5-6898-01A,0.145035045334624,5934,3.542802827427389
cg00000029,TCGA-F4-6854-01A,0.208200972332048,5934,3.3731609672084644
cg00000029,TCGA-A6-6651-01A,0.286295645108298,5934,3.152475498718799
cg00000029,TCGA-AA-3495-01A,0.140110101461631,5934,3.140140588324437
cg00000029,TCGA-G4-6303-01A,0.148457314861782,5934,3.827280453418785
cg00000029,TCGA-D5-6541-01A,0.150719735523745,5934,2.4985061891886793
cg00000029,TCGA-NH-A6GA-01A,0.422270635029842,5934,3.599198754543005
cg00000029,TCGA-A6-2671-01A,0.0838515713538869,5934,2.387886360212791
cg00000029,TCGA-AD-6963-01A,0.248469420350943,5934,3.479722070114288
cg00000029,TCGA-AA-3502-01A,0.0914050834354172,5934,3.6586228064587023
cg00000029,TCGA-DM-A1D4-01A,0.215802278323475,5934,2.8873302987782
cg00000029,TCGA-A6-3809-01A,0.315701843722196,5934,3.63657822156506
cg00000029,TCGA-A6-3809-01B,0.297428644125815,5934,4.126948084495629
cg00000029,TCGA-AA-3489-01A,0.280359317130044,5934,3.461188013917962
cg00000029,TCGA-NH-A50U-01A,0.096025509299779,5934,2.6906405786156933
cg00000029,TCGA-CM-4744-01A,0.225026448515522,5934,3.0077157826549636
cg00000029,TCGA-CM-6163-01A,0.210476016828088,5934,3.772856905511952
cg00000029,TCGA-CM-5348-01A,0.214746441447593,5934,3.42295954841687
cg00000029,TCGA-DM-A282-01A,0.120994856925165,5934,2.2357576899808587
cg00000029,TCGA-F4-6805-01A,0.178788296608371,5934,3.079122064434
cg00000029,TCGA-NH-A6GB-01A,0.217177243913349,5934,3.2204692641980763
cg00000029,TCGA-AY-6197-01A,0.187747514348203,5934,3.4336939260695885
cg00000029,TCGA-AD-A5EK-01A,0.108512491736384,5934,2.9369676601880736
cg00000029,TCGA-A6-5664-01A,0.290183726372554,5934,2.8709959147003
cg00000029,TCGA-AZ-4682-01B,0.120286629121437,5934,2.93436552494456
cg00000029,TCGA-A6-2685-01A,0.170847738383499,5934,3.312897472897257
cg00000029,TCGA-G4-6304-01A,0.323339562042201,5934,2.6279336252356216
cg00000029,TCGA-A6-3810-01A,0.159902986222057,5934,3.705369741124367
cg00000029,TCGA-D5-6926-01A,0.126446331624976,5934,3.611514713861858
cg00000029,TCGA-A6-6138-01A,0.246131599781653,5934,3.400128014808734
cg00000029,TCGA-G4-6626-01A,0.146021794510677,5934,3.133695032513075
cg00000029,TCGA-A6-2686-01A,0.334976701888128,5934,3.2282799837824374
cg00000029,TCGA-A6-5660-01A,0.0745696411358943,5934,3.611632741173547
cg00000029,TCGA-CA-6715-01A,0.0918302012718503,5934,3.1522807855134167
cg00000029,TCGA-QG-A5Z2-01A,0.256246407245439,5934,3.720541147546599
cg00000029,TCGA-CK-5915-01A,0.0850019495859172,5934,2.840704921693685
cg00000029,TCGA-AU-3779-01A,0.102218319911389,5934,3.8038882923378248
cg00000029,TCGA-CM-6166-01A,0.117895620748642,5934,2.8279409373569293
cg00000029,TCGA-AZ-6606-01A,0.113689550373782,5934,2.921303023891467
cg00000029,TCGA-G4-6323-01A,0.237871130599061,5934,3.372283512880528
cg00000029,TCGA-DM-A280-01A,0.259060671796899,5934,2.138191918483771
cg00000029,TCGA-DM-A28F-01A,0.150661416117097,5934,3.486225240955873
cg00000029,TCGA-D5-5540-01A,0.0945617356876738,5934,3.071230654635466
cg00000029,TCGA-A6-2675-01A,0.117239068863203,5934,3.6263106318209015
cg00000029,TCGA-CM-5864-01A,0.124378855607268,5934,3.434361346067099
cg00000029,TCGA-NH-A8F7-01A,0.0862180947741212,5934,3.633512584896147
cg00000029,TCGA-AA-3494-01A,0.080906929367264,5934,3.2345473045841717
cg00000029,TCGA-A6-A56B-01A,0.15662140647673,5934,2.86479034016204
cg00000029,TCGA-CM-4747-01A,0.159004733663283,5934,2.643209717575819
cg00000029,TCGA-D5-6532-01A,0.0738519483053888,5934,3.999693394725847
cg00000029,TCGA-A6-6780-01B,0.648603633072499,5934,4.382266064119054
cg00000029,TCGA-AY-A69D-01A,0.204329576803608,5934,2.774333758171041
cg00000029,TCGA-CM-4746-01A,0.095360876431221,5934,2.815718871522306
cg00000029,TCGA-CM-6167-01A,0.283824690919688,5934,3.7401720247994543
cg00000029,TCGA-F4-6569-01A,0.250164688557814,5934,3.194938041602215
cg00000029,TCGA-G4-6299-01A,0.451206928425437,5934,3.1361093380577656
cg00000029,TCGA-G4-6317-01A,0.096882675195039,5934,2.6326637389495033
cg00000029,TCGA-A6-A566-01A,0.33564138198828,5934,3.100876756432015
cg00000029,TCGA-A6-A567-01A,0.149387811000628,5934,4.139625020051937
cg00000029,TCGA-D5-6540-01A,0.151001637384078,5934,3.0623635227069372
cg00000029,TCGA-A6-5661-01A,0.214630820492224,5934,3.0116208673471645
cg00000029,TCGA-CM-6168-01A,0.324799833171656,5934,3.3965568332502034
cg00000029,TCGA-G4-6315-01A,0.103099622962253,5934,3.0771233391682284
cg00000029,TCGA-F4-6460-01A,0.146030897673951,5934,3.595957116792745
cg00000029,TCGA-AD-5900-01A,0.567231439970186,5934,2.7947277666952597
cg00000029,TCGA-5M-AAT4-01A,0.129273147751318,5934,2.980573749224958
cg00000029,TCGA-G4-6297-01A,0.213661284174171,5934,3.4993739450021675
cg00000029,TCGA-CA-5797-01A,0.147694449391968,5934,3.344530271334685
cg00000029,TCGA-D5-6929-01A,0.180316335624438,5934,3.135666196969044
cg00000029,TCGA-AA-3509-01A,0.0711011844137798,5934,3.113617161785455
cg00000029,TCGA-A6-A5ZU-01A,0.144378697036065,5934,3.2753199949175307
cg00000029,TCGA-CM-4743-01A,0.383351126972812,5934,2.1612750113922417
cg00000029,TCGA-F4-6806-01A,0.146044275662752,5934,3.190298791626595
cg00000029,TCGA-CK-6748-01A,0.134978444419227,5934,3.1946386766095025
cg00000029,TCGA-A6-A565-01A,0.463523745657898,5934,3.605043865803774
cg00000029,TCGA-DM-A1DB-01A,0.101608208109142,5934,3.4052844488332576
cg00000029,TCGA-DM-A1D9-01A,0.115193632149959,5934,2.9357991655320377
cg00000029,TCGA-D5-6531-01A,0.166193685579482,5934,2.606750159725161
cg00000029,TCGA-D5-6530-01A,0.216094032874699,5934,3.216004680268953
cg00000029,TCGA-A6-6781-01B,0.247905124326949,5934,4.5250603260159545
cg00000029,TCGA-CM-5863-01A,0.25995422425612,5934,3.1414164411648375
cg00000029,TCGA-AY-A71X-01A,0.163590589830544,5934,3.0218527899581207
cg00000029,TCGA-A6-6782-01A,0.118632591080272,5934,3.3238456044303675
cg00000029,TCGA-D5-6920-01A,0.157041111882583,5934,3.373439412573071
cg00000029,TCGA-A6-6140-01A,0.0999363438289883,5934,3.638328748722527
cg00000029,TCGA-CM-5860-01A,0.152086158575808,5934,3.2250897988676397
cg00000029,TCGA-CM-6674-01A,0.299298763322434,5934,2.7441610955704103
cg00000029,TCGA-A6-2677-01A,0.251111935282364,5934,4.0723416558353644
cg00000029,TCGA-G4-6294-01A,0.147915090878959,5934,3.399526595712982
cg00000029,TCGA-G4-6310-01A,0.0934542255261236,5934,3.1163980287952184
cg00000292,TCGA-AD-6895-01A,0.852404815891407,487,1.5233612193040955
cg00000292,TCGA-CM-6676-01A,0.805638077155731,487,0.29454723389551485
cg00000292,TCGA-CM-6680-01A,0.717848780028995,487,0.28912622017512163
cg00000292,TCGA-CK-4950-01A,0.780882225488067,487,0.22761786861065844
cg00000292,TCGA-D5-6529-01A,0.826095020808539,487,0.4643546035516404
cg00000292,TCGA-QG-A5Z1-01A,0.66066528875989,487,0.4461503401290931
cg00000292,TCGA-CM-5862-01A,0.530929751046073,487,0.08052123183149242
cg00000292,TCGA-QL-A97D-01A,0.76113719928727,487,0.6203048815133533
cg00000292,TCGA-AZ-4313-01A,0.67971753772393,487,0.1168970182882624
cg00000292,TCGA-A6-6781-01A,0.6869324927818821,487,0.1983055537249787
cg00000292,TCGA-AA-3713-01A,0.706887470230692,487,0.5297709821988874
cg00000292,TCGA-AD-6965-01A,0.81483615032558,487,0.5180314926021693
cg00000292,TCGA-D5-5538-01A,0.687042674365533,487,0.25350526218669706
cg00000292,TCGA-AZ-6608-01A,0.857446910009477,487,0.733788168625182
cg00000292,TCGA-AD-6964-01A,0.787633411099822,487,0.3626662558482544
cg00000292,TCGA-CA-5255-01A,0.732553379236495,487,0.22082521579787243
cg00000292,TCGA-G4-6321-01A,0.712983324907107,487,0.4026130429871701
cg00000292,TCGA-T9-A92H-01A,0.876918255029796,487,1.0705954124629773
cg00000292,TCGA-G4-6586-01A,0.862909291209931,487,1.1777902555054407
cg00000292,TCGA-F4-6807-01A,0.684356789854618,487,0.16877038350082046
cg00000292,TCGA-A6-4105-01A,0.834358696575339,487,0.498863563618952
cg00000292,TCGA-AA-3511-01A,0.748979089759364,487,0.2635152240488388
cg00000292,TCGA-AZ-4616-01A,0.74858496199163,487,0.5645245038355107
cg00000292,TCGA-DM-A28K-01A,0.478911671899198,487,0.28427721805512784
cg00000292,TCGA-AZ-6603-01A,0.550374066069621,487,0.30497823580396105
cg00000292,TCGA-DM-A0XF-01A,0.730691436555022,487,0.633849659104694
cg00000292,TCGA-CK-5912-01A,0.538866522614596,487,0.23707417130215755
cg00000292,TCGA-CA-5256-01A,0.830734365257754,487,0.06308871201928423
cg00000292,TCGA-A6-6653-01A,0.785726521061357,487,0.16233895772459678
cg00000292,TCGA-AD-A5EJ-01A,0.523459332457779,487,0.6788831929198272
cg00000292,TCGA-CM-6162-01A,0.638078612187612,487,0.10353120987799296
cg00000292,TCGA-AD-6890-01A,0.618828898831638,487,0.5535571093646436
cg00000292,TCGA-G4-6311-01A,0.711367854430675,487,0.3766237874230145
cg00000292,TCGA-AZ-4684-01A,0.846161760774796,487,0.27297869537357455
cg00000292,TCGA-CM-6164-01A,0.769348936067815,487,0.3346826799357211
cg00000292,TCGA-A6-6648-01A,0.588119887820142,487,0.26519682698441444
cg00000292,TCGA-CM-6170-01A,0.721478421249136,487,0.14847861593196765
cg00000292,TCGA-G4-6627-01A,0.764729426094961,487,0.16504364948304445
cg00000292,TCGA-CM-5344-01A,0.66593923505637,487,0.5915836808435362
cg00000292,TCGA-DM-A28H-01A,0.733263122620094,487,0.41921526006795384
cg00000292,TCGA-A6-6654-01A,0.672183323526715,487,0.17810907609432516
cg00000292,TCGA-AY-A8YK-01A,0.57270516530043,487,0.6243348894450882
cg00000292,TCGA-A6-2680-01A,0.506917906639155,487,0.6813143226013214
