gene_id_entrez,chrom,start,end,mean_methylation,mean_expression
100500912,chr8,1800982,1800983,100,0.00826086956521739
100500912,chr8,1800983,1800984,100,0.00826086956521739
100500912,chr8,1801071,1801072,96,0.00826086956521739
100500912,chr8,1801072,1801073,100,0.00826086956521739
100500912,chr8,1801074,1801075,96,0.00826086956521739
100500912,chr8,1801075,1801076,90,0.00826086956521739
100500912,chr8,1801153,1801154,81,0.00826086956521739
100500912,chr8,1801154,1801155,64,0.00826086956521739
100500912,chr8,1801193,1801194,100,0.00826086956521739
100500912,chr8,1801194,1801195,97,0.00826086956521739
100500912,chr8,1801221,1801222,0,0.00826086956521739
100500912,chr8,1801222,1801223,0,0.00826086956521739
100500912,chr8,1801326,1801327,100,0.00826086956521739
100500912,chr8,1801327,1801328,94,0.00826086956521739
100500912,chr8,1801346,1801347,0,0.00826086956521739
100500912,chr8,1801347,1801348,0,0.00826086956521739
102465695,chr8,2074610,2074611,56,0
102465695,chr8,2074611,2074612,100,0
102465695,chr8,2074614,2074615,42,0
102465695,chr8,2074615,2074616,100,0
102465695,chr8,2074673,2074674,45,0
102465695,chr8,2074674,2074675,43,0
102465695,chr8,2074708,2074709,11,0
102465695,chr8,2074709,2074710,63,0
102465695,chr8,2074745,2074746,100,0
102465695,chr8,2074746,2074747,79,0
102465695,chr8,2074747,2074748,94,0
102465695,chr8,2074748,2074749,71,0
102465695,chr8,2074751,2074752,100,0
102465695,chr8,2074752,2074753,86,0
102465695,chr8,2074763,2074764,84,0
102465695,chr8,2074764,2074765,64,0
102465695,chr8,2074879,2074880,64,0
102465695,chr8,2074880,2074881,90,0
102465695,chr8,2074887,2074888,86,0
102465695,chr8,2074888,2074889,90,0
102465695,chr8,2074895,2074896,79,0
102465695,chr8,2074896,2074897,89,0
102465695,chr8,2074919,2074920,94,0
102465695,chr8,2074920,2074921,83,0
102465695,chr8,2074927,2074928,76,0
102465695,chr8,2074928,2074929,82,0
102465695,chr8,2074935,2074936,50,0
102465695,chr8,2074936,2074937,67,0
102465695,chr8,2074946,2074947,94,0
102465695,chr8,2074947,2074948,67,0
102465695,chr8,2074954,2074955,59,0
102465695,chr8,2074955,2074956,67,0
102465695,chr8,2075022,2075023,40,0
102465695,chr8,2075023,2075024,44,0
102465695,chr8,2075143,2075144,38,0
102465695,chr8,2075144,2075145,14,0
102465695,chr8,2075170,2075171,13,0
102465695,chr8,2075171,2075172,0,0
102465695,chr8,2075186,2075187,0,0
102465695,chr8,2075187,2075188,0,0
102465695,chr8,2075210,2075211,14,0
102465695,chr8,2075211,2075212,0,0
102465695,chr8,2075236,2075237,0,0
102465695,chr8,2075237,2075238,0,0
102465695,chr8,2075240,2075241,22,0
102465695,chr8,2075241,2075242,0,0
102465695,chr8,2075256,2075257,14,0
102465695,chr8,2075257,2075258,0,0
102465695,chr8,2075289,2075290,89,0
102465695,chr8,2075290,2075291,31,0
102465695,chr8,2075318,2075319,0,0
102465695,chr8,2075319,2075320,0,0
102465695,chr8,2075328,2075329,0,0
102465695,chr8,2075329,2075330,0,0
102465695,chr8,2075397,2075398,0,0
102465695,chr8,2075398,2075399,0,0
102465695,chr8,2075520,2075521,37,0
102465695,chr8,2075521,2075522,38,0
102465695,chr8,2075669,2075670,67,0
102465695,chr8,2075670,2075671,46,0
102465695,chr8,2075710,2075711,71,0
102465695,chr8,2075711,2075712,100,0
102465695,chr8,2075724,2075725,75,0
102465695,chr8,2075725,2075726,97,0
102465695,chr8,2075816,2075817,74,0
102465695,chr8,2075817,2075818,67,0
102465695,chr8,2075832,2075833,45,0
102465695,chr8,2075833,2075834,64,0
102465695,chr8,2075837,2075838,97,0
102465695,chr8,2075838,2075839,95,0
102465695,chr8,2075893,2075894,64,0
102465695,chr8,2075894,2075895,52,0
102465695,chr8,2075983,2075984,4,0
102465695,chr8,2075984,2075985,21,0
102465695,chr8,2076112,2076113,57,0
102465695,chr8,2076113,2076114,36,0
102465695,chr8,2076149,2076150,63,0
102465695,chr8,2076150,2076151,15,0
102465695,chr8,2076168,2076169,88,0
102465695,chr8,2076169,2076170,77,0
102465695,chr8,2076195,2076196,78,0
102465695,chr8,2076196,2076197,81,0
102465695,chr8,2076198,2076199,50,0
102465695,chr8,2076199,2076200,88,0
102465695,chr8,2076205,2076206,60,0
102465695,chr8,2076206,2076207,100,0
102465695,chr8,2076213,2076214,64,0
102465695,chr8,2076214,2076215,87,0
102465695,chr8,2076219,2076220,64,0
102465695,chr8,2076220,2076221,100,0
102465695,chr8,2076233,2076234,58,0
102465695,chr8,2076234,2076235,94,0
102465695,chr8,2076258,2076259,85,0
102465695,chr8,2076259,2076260,100,0
102465695,chr8,2076280,2076281,100,0
102465695,chr8,2076281,2076282,100,0
102465695,chr8,2076287,2076288,92,0
102465695,chr8,2076288,2076289,100,0
102465695,chr8,2076302,2076303,100,0
102465695,chr8,2076303,2076304,92,0
102465695,chr8,2076314,2076315,100,0
102465695,chr8,2076315,2076316,84,0
102465695,chr8,2076319,2076320,100,0
102465695,chr8,2076320,2076321,100,0
102465695,chr8,2076375,2076376,79,0
102465695,chr8,2076376,2076377,86,0
102465695,chr8,2076451,2076452,33,0
102465695,chr8,2076452,2076453,83,0
102465695,chr8,2076513,2076514,22,0
102465695,chr8,2076514,2076515,24,0
102465695,chr8,2076551,2076552,33,0
102465695,chr8,2076552,2076553,47,0
102465695,chr8,2076575,2076576,65,0
102465695,chr8,2076576,2076577,54,0
102465695,chr8,2076577,2076578,71,0
102465695,chr8,2076578,2076579,50,0
102465695,chr8,2076598,2076599,92,0
102465695,chr8,2076599,2076600,100,0
102465695,chr8,2076610,2076611,75,0
102465695,chr8,2076611,2076612,100,0
102465695,chr8,2076615,2076616,88,0
102465695,chr8,2076616,2076617,100,0
102465695,chr8,2076685,2076686,80,0
102465695,chr8,2076686,2076687,57,0
102465695,chr8,2076780,2076781,33,0
102465695,chr8,2076781,2076782,47,0
102465695,chr8,2076828,2076829,25,0
102465695,chr8,2076829,2076830,36,0
102465695,chr8,2076864,2076865,77,0
102465695,chr8,2076865,2076866,82,0
102465695,chr8,2076878,2076879,90,0
102465695,chr8,2076879,2076880,90,0
157693,chr8,383697,383698,79,3.018823529411765
157693,chr8,383698,383699,72,3.018823529411765
157693,chr8,383829,383830,43,3.018823529411765
157693,chr8,383830,383831,33,3.018823529411765
157693,chr8,384025,384026,72,3.018823529411765
157693,chr8,384026,384027,52,3.018823529411765
157693,chr8,384070,384071,12,3.018823529411765
157693,chr8,384071,384072,0,3.018823529411765
157693,chr8,384078,384079,24,3.018823529411765
157693,chr8,384079,384080,33,3.018823529411765
157693,chr8,384114,384115,96,3.018823529411765
157693,chr8,384115,384116,71,3.018823529411765
157693,chr8,384139,384140,18,3.018823529411765
157693,chr8,384140,384141,37,3.018823529411765
157693,chr8,384161,384162,7,3.018823529411765
157693,chr8,384162,384163,14,3.018823529411765
157693,chr8,384208,384209,93,3.018823529411765
157693,chr8,384209,384210,79,3.018823529411765
157693,chr8,384230,384231,45,3.018823529411765
157693,chr8,384231,384232,45,3.018823529411765
157693,chr8,384260,384261,41,3.018823529411765
157693,chr8,384261,384262,41,3.018823529411765
157693,chr8,384272,384273,81,3.018823529411765
157693,chr8,384273,384274,52,3.018823529411765
157693,chr8,384283,384284,58,3.018823529411765
157693,chr8,384284,384285,29,3.018823529411765
157693,chr8,384306,384307,52,3.018823529411765
157693,chr8,384307,384308,19,3.018823529411765
157693,chr8,384345,384346,54,3.018823529411765
157693,chr8,384346,384347,39,3.018823529411765
157693,chr8,384525,384526,11,3.018823529411765
157693,chr8,384526,384527,52,3.018823529411765
157693,chr8,384724,384725,57,3.018823529411765
157693,chr8,384725,384726,67,3.018823529411765
157693,chr8,384773,384774,40,3.018823529411765
157693,chr8,384774,384775,100,3.018823529411765
157693,chr8,384779,384780,32,3.018823529411765
157693,chr8,384780,384781,80,3.018823529411765
157693,chr8,384821,384822,35,3.018823529411765
157693,chr8,384822,384823,53,3.018823529411765
157693,chr8,384902,384903,58,3.018823529411765
157693,chr8,384903,384904,46,3.018823529411765
157693,chr8,384984,384985,17,3.018823529411765
157693,chr8,384985,384986,26,3.018823529411765
157693,chr8,385012,385013,14,3.018823529411765
157693,chr8,385013,385014,31,3.018823529411765
157693,chr8,385046,385047,0,3.018823529411765
157693,chr8,385047,385048,22,3.018823529411765
157693,chr8,385074,385075,84,3.018823529411765
157693,chr8,385075,385076,44,3.018823529411765
157693,chr8,385088,385089,53,3.018823529411765
157693,chr8,385089,385090,25,3.018823529411765
157693,chr8,385123,385124,33,3.018823529411765
157693,chr8,385124,385125,75,3.018823529411765
157693,chr8,385125,385126,87,3.018823529411765
157693,chr8,385126,385127,92,3.018823529411765
157693,chr8,385199,385200,45,3.018823529411765
157693,chr8,385200,385201,30,3.018823529411765
157693,chr8,385219,385220,27,3.018823529411765
157693,chr8,385220,385221,12,3.018823529411765
157693,chr8,385280,385281,33,3.018823529411765
157693,chr8,385281,385282,9,3.018823529411765
157693,chr8,385340,385341,17,3.018823529411765
157693,chr8,385341,385342,18,3.018823529411765
157693,chr8,385352,385353,24,3.018823529411765
157693,chr8,385353,385354,30,3.018823529411765
157693,chr8,385357,385358,17,3.018823529411765
157693,chr8,385358,385359,25,3.018823529411765
157693,chr8,385359,385360,100,3.018823529411765
157693,chr8,385360,385361,92,3.018823529411765
157693,chr8,385379,385380,90,3.018823529411765
157693,chr8,385380,385381,100,3.018823529411765
157693,chr8,385425,385426,59,3.018823529411765
157693,chr8,385426,385427,80,3.018823529411765
157693,chr8,385491,385492,71,3.018823529411765
157693,chr8,385492,385493,20,3.018823529411765
157693,chr8,385507,385508,100,3.018823529411765
157693,chr8,385508,385509,50,3.018823529411765
157693,chr8,385521,385522,94,3.018823529411765
157693,chr8,385522,385523,75,3.018823529411765
157693,chr8,385542,385543,100,3.018823529411765
157693,chr8,385543,385544,83,3.018823529411765
157693,chr8,385562,385563,100,3.018823529411765
157693,chr8,385563,385564,78,3.018823529411765
157693,chr8,385572,385573,100,3.018823529411765
157693,chr8,385573,385574,100,3.018823529411765
157693,chr8,385575,385576,83,3.018823529411765
157693,chr8,385576,385577,82,3.018823529411765
157693,chr8,385617,385618,67,3.018823529411765
157693,chr8,385618,385619,82,3.018823529411765
157693,chr8,385625,385626,88,3.018823529411765
157693,chr8,385626,385627,56,3.018823529411765
157693,chr8,385673,385674,35,3.018823529411765
157693,chr8,385674,385675,39,3.018823529411765
157693,chr8,385676,385677,52,3.018823529411765
157693,chr8,385677,385678,52,3.018823529411765
157693,chr8,385692,385693,73,3.018823529411765
157693,chr8,385693,385694,57,3.018823529411765
157693,chr8,385871,385872,83,3.018823529411765
157693,chr8,385872,385873,87,3.018823529411765
157693,chr8,385897,385898,76,3.018823529411765
157693,chr8,385898,385899,87,3.018823529411765
157693,chr8,385948,385949,60,3.018823529411765
157693,chr8,385949,385950,32,3.018823529411765
157693,chr8,385951,385952,44,3.018823529411765
157693,chr8,385952,385953,47,3.018823529411765
157693,chr8,385971,385972,90,3.018823529411765
157693,chr8,385972,385973,59,3.018823529411765
157693,chr8,385975,385976,70,3.018823529411765
157693,chr8,385976,385977,26,3.018823529411765
157693,chr8,386013,386014,100,3.018823529411765
157693,chr8,386014,386015,95,3.018823529411765
157693,chr8,386024,386025,69,3.018823529411765
157693,chr8,386025,386026,100,3.018823529411765
157693,chr8,386041,386042,78,3.018823529411765
157693,chr8,386042,386043,85,3.018823529411765
157693,chr8,386049,386050,89,3.018823529411765
157693,chr8,386050,386051,100,3.018823529411765
157693,chr8,386070,386071,44,3.018823529411765
157693,chr8,386071,386072,78,3.018823529411765
157695,chr8,545396,545397,0,454.44607843137254
157695,chr8,545397,545398,0,454.44607843137254
157695,chr8,545415,545416,0,454.44607843137254
157695,chr8,545416,545417,0,454.44607843137254
157695,chr8,545418,545419,0,454.44607843137254
157695,chr8,545419,545420,0,454.44607843137254
157695,chr8,545435,545436,0,454.44607843137254
157695,chr8,545436,545437,0,454.44607843137254
157695,chr8,545474,545475,0,454.44607843137254
157695,chr8,545475,545476,0,454.44607843137254
157695,chr8,545481,545482,0,454.44607843137254
157695,chr8,545482,545483,0,454.44607843137254
157695,chr8,545489,545490,0,454.44607843137254
157695,chr8,545490,545491,0,454.44607843137254
157695,chr8,545493,545494,0,454.44607843137254
157695,chr8,545494,545495,0,454.44607843137254
157695,chr8,545497,545498,0,454.44607843137254
157695,chr8,545498,545499,0,454.44607843137254
157695,chr8,545513,545514,0,454.44607843137254
157695,chr8,545514,545515,0,454.44607843137254
157695,chr8,545517,545518,0,454.44607843137254
157695,chr8,545518,545519,0,454.44607843137254
157695,chr8,545523,545524,0,454.44607843137254
157695,chr8,545524,545525,0,454.44607843137254
157695,chr8,545530,545531,0,454.44607843137254
157695,chr8,545531,545532,0,454.44607843137254
157695,chr8,545536,545537,0,454.44607843137254
157695,chr8,545537,545538,0,454.44607843137254
157695,chr8,545538,545539,0,454.44607843137254
157695,chr8,545539,545540,0,454.44607843137254
157695,chr8,545541,545542,0,454.44607843137254
157695,chr8,545542,545543,0,454.44607843137254
157695,chr8,545547,545548,0,454.44607843137254
157695,chr8,545548,545549,0,454.44607843137254
157695,chr8,545556,545557,0,454.44607843137254
157695,chr8,545557,545558,0,454.44607843137254
157695,chr8,545558,545559,17,454.44607843137254
157695,chr8,545559,545560,0,454.44607843137254
157695,chr8,545594,545595,0,454.44607843137254
157695,chr8,545595,545596,0,454.44607843137254
157695,chr8,545596,545597,0,454.44607843137254
157695,chr8,545597,545598,0,454.44607843137254
157695,chr8,545601,545602,0,454.44607843137254
157695,chr8,545602,545603,0,454.44607843137254
157695,chr8,545604,545605,0,454.44607843137254
157695,chr8,545605,545606,0,454.44607843137254
157695,chr8,545618,545619,0,454.44607843137254
157695,chr8,545619,545620,0,454.44607843137254
157695,chr8,545635,545636,0,454.44607843137254
157695,chr8,545636,545637,0,454.44607843137254
157695,chr8,545646,545647,0,454.44607843137254
157695,chr8,545647,545648,0,454.44607843137254
157695,chr8,545649,545650,0,454.44607843137254
157695,chr8,545650,545651,0,454.44607843137254
157695,chr8,545657,545658,0,454.44607843137254
157695,chr8,545658,545659,0,454.44607843137254
157695,chr8,545673,545674,25,454.44607843137254
157695,chr8,545674,545675,0,454.44607843137254
157695,chr8,545676,545677,0,454.44607843137254
157695,chr8,545677,545678,0,454.44607843137254
157695,chr8,545680,545681,0,454.44607843137254
157695,chr8,545681,545682,0,454.44607843137254
157695,chr8,545686,545687,0,454.44607843137254
157695,chr8,545687,545688,0,454.44607843137254
157695,chr8,545688,545689,0,454.44607843137254
157695,chr8,545689,545690,0,454.44607843137254
157695,chr8,545702,545703,20,454.44607843137254
157695,chr8,545703,545704,0,454.44607843137254
157695,chr8,545705,545706,0,454.44607843137254
157695,chr8,545706,545707,0,454.44607843137254
157695,chr8,545718,545719,25,454.44607843137254
157695,chr8,545719,545720,0,454.44607843137254
157695,chr8,545735,545736,0,454.44607843137254
157695,chr8,545736,545737,0,454.44607843137254
157695,chr8,545744,545745,0,454.44607843137254
157695,chr8,545745,545746,0,454.44607843137254
157695,chr8,545759,545760,0,454.44607843137254
157695,chr8,545760,545761,0,454.44607843137254
157695,chr8,545762,545763,0,454.44607843137254
157695,chr8,545763,545764,0,454.44607843137254
157695,chr8,545764,545765,0,454.44607843137254
157695,chr8,545765,545766,0,454.44607843137254
157695,chr8,545770,545771,0,454.44607843137254
157695,chr8,545771,545772,0,454.44607843137254
157695,chr8,545775,545776,0,454.44607843137254
157695,chr8,545776,545777,0,454.44607843137254
157695,chr8,545783,545784,0,454.44607843137254
157695,chr8,545784,545785,0,454.44607843137254
157695,chr8,545786,545787,0,454.44607843137254
157695,chr8,545787,545788,0,454.44607843137254
157695,chr8,545796,545797,0,454.44607843137254
157695,chr8,545797,545798,0,454.44607843137254
157695,chr8,545808,545809,0,454.44607843137254
157695,chr8,545809,545810,0,454.44607843137254
157695,chr8,545816,545817,0,454.44607843137254
157695,chr8,545817,545818,0,454.44607843137254
157695,chr8,545821,545822,0,454.44607843137254
157695,chr8,545822,545823,0,454.44607843137254
157695,chr8,545823,545824,0,454.44607843137254
157695,chr8,545824,545825,0,454.44607843137254
157695,chr8,545843,545844,0,454.44607843137254
157695,chr8,545844,545845,0,454.44607843137254
157695,chr8,545845,545846,0,454.44607843137254
157695,chr8,545846,545847,0,454.44607843137254
157695,chr8,545848,545849,0,454.44607843137254
157695,chr8,545849,545850,0,454.44607843137254
157695,chr8,545871,545872,0,454.44607843137254
157695,chr8,545872,545873,0,454.44607843137254
157695,chr8,545878,545879,0,454.44607843137254
157695,chr8,545879,545880,0,454.44607843137254
157695,chr8,545886,545887,0,454.44607843137254
157695,chr8,545887,545888,0,454.44607843137254
157695,chr8,545888,545889,0,454.44607843137254
157695,chr8,545889,545890,0,454.44607843137254
157695,chr8,545917,545918,0,454.44607843137254
157695,chr8,545918,545919,0,454.44607843137254
157695,chr8,545926,545927,0,454.44607843137254
157695,chr8,545927,545928,0,454.44607843137254
157695,chr8,545952,545953,0,454.44607843137254
157695,chr8,545953,545954,18,454.44607843137254
157695,chr8,545968,545969,0,454.44607843137254
157695,chr8,545969,545970,0,454.44607843137254
157695,chr8,545978,545979,0,454.44607843137254
157695,chr8,545979,545980,0,454.44607843137254
157695,chr8,545981,545982,0,454.44607843137254
157695,chr8,545982,545983,0,454.44607843137254
157695,chr8,545986,545987,0,454.44607843137254
157695,chr8,545987,545988,0,454.44607843137254
157695,chr8,545993,545994,0,454.44607843137254
157695,chr8,545994,545995,0,454.44607843137254
157695,chr8,545999,546000,0,454.44607843137254
157695,chr8,546000,546001,0,454.44607843137254
157695,chr8,546004,546005,0,454.44607843137254
157695,chr8,546005,546006,0,454.44607843137254
157695,chr8,546010,546011,0,454.44607843137254
157695,chr8,546011,546012,0,454.44607843137254
157695,chr8,546012,546013,0,454.44607843137254
157695,chr8,546013,546014,0,454.44607843137254
157695,chr8,546018,546019,0,454.44607843137254
157695,chr8,546019,546020,0,454.44607843137254
157695,chr8,546032,546033,0,454.44607843137254
157695,chr8,546033,546034,0,454.44607843137254
157695,chr8,546036,546037,0,454.44607843137254
157695,chr8,546037,546038,0,454.44607843137254
157695,chr8,546042,546043,0,454.44607843137254
157695,chr8,546043,546044,0,454.44607843137254
157695,chr8,546064,546065,0,454.44607843137254
157695,chr8,546065,546066,0,454.44607843137254
157695,chr8,546066,546067,31,454.44607843137254
157695,chr8,546067,546068,0,454.44607843137254
157695,chr8,546069,546070,0,454.44607843137254
157695,chr8,546070,546071,0,454.44607843137254
157695,chr8,546071,546072,14,454.44607843137254
157695,chr8,546072,546073,0,454.44607843137254
157695,chr8,546076,546077,12,454.44607843137254
157695,chr8,546077,546078,12,454.44607843137254
157695,chr8,546081,546082,6,454.44607843137254
157695,chr8,546082,546083,0,454.44607843137254
157695,chr8,546127,546128,0,454.44607843137254
157695,chr8,546128,546129,0,454.44607843137254
157695,chr8,546180,546181,0,454.44607843137254
157695,chr8,546181,546182,5,454.44607843137254
157695,chr8,546190,546191,3,454.44607843137254
157695,chr8,546191,546192,10,454.44607843137254
157695,chr8,546291,546292,0,454.44607843137254
157695,chr8,546292,546293,20,454.44607843137254
157695,chr8,546303,546304,29,454.44607843137254
157695,chr8,546304,546305,11,454.44607843137254
157695,chr8,546311,546312,29,454.44607843137254
157695,chr8,546312,546313,50,454.44607843137254
157695,chr8,546322,546323,20,454.44607843137254
157695,chr8,546323,546324,63,454.44607843137254
157695,chr8,546326,546327,0,454.44607843137254
157695,chr8,546327,546328,25,454.44607843137254
157695,chr8,546360,546361,0,454.44607843137254
157695,chr8,546361,546362,13,454.44607843137254
157695,chr8,546362,546363,0,454.44607843137254
157695,chr8,546363,546364,11,454.44607843137254
157695,chr8,546367,546368,0,454.44607843137254
157695,chr8,546368,546369,38,454.44607843137254
157695,chr8,546380,546381,0,454.44607843137254
157695,chr8,546381,546382,0,454.44607843137254
157695,chr8,546410,546411,0,454.44607843137254
157695,chr8,546411,546412,0,454.44607843137254
157695,chr8,546439,546440,0,454.44607843137254
157695,chr8,546440,546441,0,454.44607843137254
157695,chr8,546459,546460,100,454.44607843137254
157695,chr8,546460,546461,82,454.44607843137254
157695,chr8,546507,546508,100,454.44607843137254
157695,chr8,546508,546509,100,454.44607843137254
157695,chr8,546514,546515,100,454.44607843137254
157695,chr8,546515,546516,100,454.44607843137254
157695,chr8,546526,546527,86,454.44607843137254
157695,chr8,546527,546528,73,454.44607843137254
157695,chr8,546530,546531,100,454.44607843137254
157695,chr8,546531,546532,100,454.44607843137254
157695,chr8,546541,546542,82,454.44607843137254
157695,chr8,546542,546543,72,454.44607843137254
157695,chr8,546562,546563,85,454.44607843137254
157695,chr8,546563,546564,100,454.44607843137254
157695,chr8,546617,546618,68,454.44607843137254
157695,chr8,546618,546619,52,454.44607843137254
157695,chr8,546738,546739,62,454.44607843137254
157695,chr8,546739,546740,52,454.44607843137254
157695,chr8,546848,546849,44,454.44607843137254
157695,chr8,546849,546850,38,454.44607843137254
157695,chr8,546918,546919,35,454.44607843137254
157695,chr8,546919,546920,73,454.44607843137254
157695,chr8,547178,547179,48,454.44607843137254
157695,chr8,547179,547180,55,454.44607843137254
157695,chr8,547186,547187,58,454.44607843137254
157695,chr8,547187,547188,67,454.44607843137254
157695,chr8,547195,547196,100,454.44607843137254
157695,chr8,547196,547197,91,454.44607843137254
157695,chr8,547236,547237,100,454.44607843137254
157695,chr8,547237,547238,90,454.44607843137254
157695,chr8,547390,547391,38,454.44607843137254
157695,chr8,547391,547392,50,454.44607843137254
157695,chr8,547541,547542,100,454.44607843137254
157695,chr8,547542,547543,100,454.44607843137254
157695,chr8,547705,547706,28,454.44607843137254
157695,chr8,547706,547707,55,454.44607843137254
169270,chr8,230245,230246,93,120.17539215686274
169270,chr8,230246,230247,100,120.17539215686274
169270,chr8,230272,230273,62,120.17539215686274
169270,chr8,230273,230274,38,120.17539215686274
169270,chr8,230298,230299,92,120.17539215686274
169270,chr8,230299,230300,100,120.17539215686274
169270,chr8,230322,230323,100,120.17539215686274
169270,chr8,230323,230324,100,120.17539215686274
169270,chr8,230369,230370,85,120.17539215686274
169270,chr8,230370,230371,96,120.17539215686274
169270,chr8,230395,230396,83,120.17539215686274
169270,chr8,230396,230397,100,120.17539215686274
169270,chr8,230413,230414,83,120.17539215686274
169270,chr8,230414,230415,70,120.17539215686274
169270,chr8,230564,230565,57,120.17539215686274
169270,chr8,230565,230566,27,120.17539215686274
169270,chr8,230646,230647,94,120.17539215686274
169270,chr8,230647,230648,79,120.17539215686274
169270,chr8,230650,230651,100,120.17539215686274
169270,chr8,230651,230652,100,120.17539215686274
169270,chr8,230653,230654,88,120.17539215686274
169270,chr8,230654,230655,84,120.17539215686274
169270,chr8,230692,230693,83,120.17539215686274
169270,chr8,230693,230694,100,120.17539215686274
169270,chr8,230784,230785,100,120.17539215686274
169270,chr8,230785,230786,100,120.17539215686274
169270,chr8,230798,230799,93,120.17539215686274
169270,chr8,230799,230800,100,120.17539215686274
169270,chr8,230865,230866,90,120.17539215686274
169270,chr8,230866,230867,100,120.17539215686274
169270,chr8,230875,230876,89,120.17539215686274
169270,chr8,230876,230877,100,120.17539215686274
169270,chr8,230968,230969,95,120.17539215686274
169270,chr8,230969,230970,85,120.17539215686274
169270,chr8,231158,231159,81,120.17539215686274
169270,chr8,231159,231160,100,120.17539215686274
169270,chr8,231180,231181,84,120.17539215686274
169270,chr8,231181,231182,83,120.17539215686274
169270,chr8,231466,231467,30,120.17539215686274
169270,chr8,231467,231468,19,120.17539215686274
169270,chr8,231473,231474,52,120.17539215686274
169270,chr8,231474,231475,50,120.17539215686274
169270,chr8,231605,231606,42,120.17539215686274
169270,chr8,231606,231607,21,120.17539215686274
169270,chr8,231623,231624,2,120.17539215686274
169270,chr8,231624,231625,0,120.17539215686274
169270,chr8,231661,231662,4,120.17539215686274
169270,chr8,231662,231663,0,120.17539215686274
169270,chr8,231732,231733,0,120.17539215686274
169270,chr8,231733,231734,9,120.17539215686274
169270,chr8,231758,231759,0,120.17539215686274
169270,chr8,231759,231760,0,120.17539215686274
169270,chr8,231776,231777,0,120.17539215686274
169270,chr8,231777,231778,0,120.17539215686274
169270,chr8,231800,231801,0,120.17539215686274
169270,chr8,231801,231802,0,120.17539215686274
169270,chr8,231838,231839,0,120.17539215686274
169270,chr8,231839,231840,0,120.17539215686274
169270,chr8,231840,231841,0,120.17539215686274
169270,chr8,231841,231842,0,120.17539215686274
169270,chr8,231842,231843,0,120.17539215686274
169270,chr8,231843,231844,0,120.17539215686274
169270,chr8,231854,231855,0,120.17539215686274
169270,chr8,231855,231856,0,120.17539215686274
169270,chr8,231857,231858,0,120.17539215686274
169270,chr8,231858,231859,0,120.17539215686274
169270,chr8,231859,231860,0,120.17539215686274
169270,chr8,231860,231861,0,120.17539215686274
169270,chr8,231871,231872,0,120.17539215686274
169270,chr8,231872,231873,0,120.17539215686274
169270,chr8,231879,231880,0,120.17539215686274
